-59,-21,160,-24,82250,1193
-47,-33,160,-24,80173,1277
-47,-33,160,-24,55135,1336
-47,-33,160,-24,55437,1399
-47,-33,160,-24,54946,1462
-47,-33,160,-24,55584,1526
-46,-34,160,-23,55049,1589
-45,-35,160,-21,55283,1653
-43,-37,160,-17,55136,1717
-42,-38,160,-13,55714,1781
-41,-39,160,-9,55208,1844
-40,-40,160,-5,55214,1909
-40,-40,160,-3,55217,1972
-38,-42,160,1,55158,2036
-36,-44,160,5,55416,2100
-36,-44,160,8,55220,2163
-36,-44,160,10,55181,2226
-36,-44,160,11,54968,2290
-36,-44,160,12,55735,2355
-36,-44,160,12,55112,2418
-37,-43,160,11,55900,2482
-38,-42,160,9,55242,2545
-39,-41,160,7,55357,2610
-39,-41,160,5,55132,2673
-40,-40,160,3,55121,2737
-41,-39,160,1,55015,2800
-42,-38,160,-2,55123,2864
-42,-38,160,-4,55152,2927
-43,-37,160,-6,55009,2991
-43,-37,160,-7,55050,3054
-43,-37,160,-8,55058,3119
-43,-37,160,-9,55214,3182
-42,-38,160,-8,55176,3246
-42,-38,160,-8,55166,3310
-42,-38,160,-7,55124,3374
-41,-39,160,-6,55180,3438
-40,-40,160,-4,55122,3502
-40,-40,160,-3,55187,3565
-39,-41,160,-1,55255,3629
-40,-40,160,-1,55188,3692
-40,-40,160,0,55228,3756
-38,-42,160,2,55279,3820
-39,-41,160,2,55435,3884
-39,-41,160,2,55286,3947
-39,-41,160,2,55429,4011
-39,-41,160,2,55185,4075
-39,-41,160,2,55193,4139
-39,-41,160,2,55209,4203
-40,-40,160,1,55216,4266
-40,-40,160,0,55259,4330
-41,-39,160,-1,55226,4394
-40,-40,160,-1,55209,4457
-41,-39,160,-2,55173,4521
-41,-39,160,-3,55249,4585
-41,-39,160,-3,55321,4648
-42,-38,160,-4,55140,4712
-41,-39,160,-4,55117,4776
-41,-39,160,-4,56206,4842
-41,-39,160,-4,56134,4906
-41,-39,160,-4,56096,4969
-40,-40,160,-3,56334,5033
-41,-39,160,-3,56393,5097
-40,-40,160,-2,56108,5161
-41,-39,160,-2,56043,5225
-40,-40,160,-1,56394,5289
-40,-40,160,-1,56097,5353
-40,-40,160,0,56182,5417
-40,-40,160,0,56042,5481
-40,-40,160,0,56072,5545
-40,-40,160,0,56087,5610
-40,-40,160,0,55323,5674
-40,-40,160,0,55328,5739
-39,-41,160,1,56247,5804
-40,-40,160,1,56251,5867
-39,-41,160,2,56531,5931
-39,-41,160,2,55781,5994
-38,-42,160,4,56377,6058
-37,-43,160,6,56664,6122
-37,-43,160,8,56958,6187
-36,-44,160,10,56793,6251
-34,-46,160,14,56940,6315
-33,-47,160,18,55136,6377
-31,-49,160,23,54500,6440
-31,-49,160,26,54381,6504
-27,-53,160,33,54450,6567
-23,-57,160,42,54266,6631
-21,-59,160,50,54291,6694
-21,-59,160,55,54195,6757
-20,-60,160,59,54172,6820
-19,-61,160,63,54153,6884
-19,-61,160,66,54110,6947
-19,-61,160,67,54188,7010
-21,-59,160,66,54187,7074
-25,-55,160,60,54228,7138
-23,-57,160,59,54210,7201
-26,-54,160,54,54234,7264
-26,-54,160,51,54307,7327
-27,-53,160,48,54234,7390
-26,-54,160,47,54203,7453
-27,-53,160,45,54257,7517
-28,-52,160,43,54181,7581
-24,-56,160,47,54152,7644
-27,-53,160,45,54199,7707
-22,-58,160,51,54194,7771
-22,-58,160,54,54300,7835
-20,-60,160,59,54047,7898
-17,-63,160,66,54164,7961
-13,-67,160,75,54112,8025
-13,-67,160,80,54071,8088
-11,-69,160,86,53988,8151
-10,-70,160,91,54055,8214
-5,-75,160,100,53978,8278
-8,-72,160,102,53982,8341
-8,-72,160,104,53950,8405
-8,-72,160,105,53984,8468
-6,-74,160,108,53967,8532
-6,-74,160,110,54018,8595
-5,-75,160,112,53937,8658
-6,-74,160,113,53903,8722
-4,-76,160,115,53892,8785
-3,-77,160,118,53940,8848
-3,-77,160,120,53849,8912
-2,-78,160,122,53897,8975
-2,-78,160,124,53829,9039
-1,-79,160,126,53812,9102
-1,-79,160,127,53865,9166
0,-80,160,129,53851,9229
1,-81,160,132,53917,9292
1,-81,160,134,53917,9356
2,-82,160,136,53819,9419
2,-82,160,138,53878,9482
2,-82,160,139,53938,9546
1,-81,160,138,53825,9609
1,-81,160,137,53844,9673
0,-80,160,135,53856,9736
0,-80,160,134,53801,9800
-1,-79,160,132,53803,9862
-6,-74,160,125,53903,9926
-6,-74,160,120,53972,9989
-13,-67,160,109,54055,10052
-14,-66,160,100,54180,10116
-20,-60,160,87,54216,10179
-27,-53,160,70,54469,10243
-35,-45,160,50,54466,10306
-38,-42,160,34,54280,10370
-38,-42,160,24,54493,10434
-45,-35,160,9,54132,10497
-48,-32,160,-4,54011,10560
-52,-28,160,-17,53957,10623
-62,-18,160,-38,53749,10686
-43,-37,160,-28,53942,10749
-48,-32,160,-28,53896,10813
-48,-32,160,-28,53909,10876
-44,-36,160,-23,53879,10939
-41,-39,160,-15,53958,11003
-41,-39,160,-11,53961,11067
-34,-46,160,1,53963,11130
-31,-49,160,12,54022,11193
-31,-49,160,19,54088,11256
-28,-52,160,27,53958,11319
-27,-53,160,33,53997,11382
-27,-53,160,37,54035,11446
-26,-54,160,40,54043,11509
-29,-51,160,39,53934,11572
-31,-49,160,36,53949,11636
-31,-49,160,34,53908,11700
-34,-46,160,29,53919,11763
-37,-43,160,22,54023,11826
-40,-40,160,14,53838,11889
-43,-37,160,5,53798,11952
-46,-34,160,-4,53895,12015
-48,-32,160,-12,53885,12079
-52,-28,160,-22,53924,12142
-54,-26,160,-31,53976,12205
-66,-14,160,-52,53765,12269
-62,-18,160,-60,53810,12333
-48,-32,160,-48,54071,12396
-58,-22,160,-52,54054,12459
