-52,-28,160,-39,114821,1462
-52,-28,160,-39,69847,1536
-52,-28,160,-39,49176,1589
-52,-28,160,-39,46691,1649
-52,-28,160,-39,54182,1720
-52,-28,160,-39,50554,1780
-51,-29,160,-36,46552,1839
-50,-30,160,-33,54658,1910
-47,-33,160,-24,105257,2412
-46,-34,160,-21,54332,2470
-44,-36,160,-14,54555,2533
-42,-38,160,-7,54282,2596
-40,-40,160,1,54395,2659
-21,-59,160,62,54418,2722
-18,-62,160,74,54464,2786
-16,-64,160,80,54452,2849
-14,-66,160,86,55034,2913
-13,-67,160,90,54326,2976
-12,-68,160,93,55108,3040
-12,-68,160,94,54512,3103
-13,-67,160,90,54556,3166
-16,-64,160,80,54517,3229
-20,-60,160,67,55056,3293
-25,-55,160,51,54429,3355
-30,-50,160,32,55042,3419
-36,-44,160,12,54353,3482
-41,-39,160,-5,54972,3546
-47,-33,160,-24,54222,3609
-53,-27,160,-42,54810,3673
-55,-25,160,-49,54276,3736
-59,-21,160,-62,54908,3800
-62,-18,160,-72,54350,3863
-63,-17,160,-78,55001,3927
-64,-16,160,-81,54403,3989
-64,-16,160,-81,54896,4053
-63,-17,160,-77,54270,4116
-62,-18,160,-72,54905,4180
-59,-21,160,-63,54385,4243
-56,-24,160,-52,54986,4308
-54,-26,160,-46,54297,4370
-50,-30,160,-32,54808,4434
-45,-35,160,-17,54477,4497
-41,-39,160,-4,54971,4560
-37,-43,160,10,54426,4623
-33,-47,160,24,55057,4688
-28,-52,160,39,54540,4751
-23,-57,160,56,54954,4814
-22,-58,160,61,54427,4877
-21,-59,160,64,54894,4942
-20,-60,160,65,54364,5005
-20,-60,160,66,54983,5068
-21,-59,160,64,54516,5131
-23,-57,160,58,54996,5195
-25,-55,160,49,54428,5257
-29,-51,160,37,54972,5321
-33,-47,160,24,54457,5384
-37,-43,160,11,54995,5448
-41,-39,160,-2,54370,5510
-45,-35,160,-15,55114,5575
-46,-34,160,-21,54326,5638
-50,-30,160,-33,55059,5701
-53,-27,160,-42,54372,5763
-55,-25,160,-49,54875,5827
-56,-24,160,-54,54270,5890
-57,-23,160,-56,54829,5953
-57,-23,160,-56,54291,6016
-57,-23,160,-55,54851,6080
-55,-25,160,-51,54293,6143
-54,-26,160,-45,54788,6207
-51,-29,160,-37,54257,6270
-50,-30,160,-33,54930,6334
-47,-33,160,-22,54557,6397
-43,-37,160,-11,54986,6460
-40,-40,160,1,54706,6524
-36,-44,160,12,54737,6587
-32,-48,160,25,55112,6650
-29,-51,160,38,54641,6713
-24,-56,160,52,54580,6777
-21,-59,160,63,55158,6841
-18,-62,160,73,54553,6904
-17,-63,160,76,55081,6968
-15,-65,160,82,54624,7030
-15,-65,160,84,55115,7094
-14,-66,160,85,54379,7157
-15,-65,160,83,55000,7220
-16,-64,160,79,54488,7283
-18,-62,160,74,55084,7347
-19,-61,160,69,54474,7410
-21,-59,160,64,54989,7474
-23,-57,160,58,54537,7537
-23,-57,160,56,55049,7601
-25,-55,160,51,54561,7664
-26,-54,160,46,55327,7728
-27,-53,160,42,54611,7790
-29,-51,160,38,55229,7854
-29,-51,160,37,54953,7918
-29,-51,160,37,54823,7981
-32,-48,160,27,55044,8044
-35,-45,160,15,54853,8108
-37,-43,160,10,54811,8172
-37,-43,160,9,54776,8235
-39,-41,160,3,55270,8298
-32,-48,160,26,54780,8361
-29,-51,160,37,55214,8425
-44,-36,160,-12,54310,8487
-22,-58,160,59,55140,8552
-18,-62,160,73,54591,8615
-15,-65,160,83,55336,8679
-11,-69,160,95,54693,8742
-9,-71,160,104,55137,8806
-8,-72,160,106,54658,8869
-5,-75,160,115,55043,8933
-4,-76,160,121,54478,8995
-2,-78,160,125,54967,9059
-1,-79,160,129,54385,9121
0,-80,160,132,54769,9185
1,-81,160,135,54336,9248
1,-81,160,137,54760,9312
2,-82,160,139,54124,9374
2,-82,160,140,54850,9439
2,-82,160,140,54223,9502
2,-82,160,141,54861,9565
2,-82,160,141,54147,9627
2,-82,160,141,54707,9691
2,-82,160,141,54094,9753
2,-82,160,140,54783,9818
2,-82,160,140,54327,9880
2,-82,160,140,54729,9944
2,-82,160,140,54120,10007
2,-82,160,140,54898,10072
2,-82,160,140,54173,10134
2,-82,160,140,54876,10198
2,-82,160,139,54337,10261
1,-81,160,137,54745,10324
1,-81,160,135,54141,10387
0,-80,160,132,54737,10451
-2,-78,160,125,54273,10514
-4,-76,160,120,54921,10577
-6,-74,160,114,54382,10640
-10,-70,160,100,55036,10705
-12,-68,160,92,54568,10768
-18,-62,160,72,55281,10831
-23,-57,160,56,54853,10894
-30,-50,160,34,55223,10957
