-49,-31,160,-17,77877,1137
-45,-35,160,-17,66574,1206
-45,-35,160,-17,47336,1257
-45,-35,160,-17,47692,1320
-45,-35,160,-17,47293,1383
-46,-34,160,-18,47984,1448
-46,-34,160,-19,47301,1510
-45,-35,160,-17,47688,1574
-45,-35,160,-16,47336,1637
-43,-37,160,-13,47741,1700
-42,-38,160,-10,47943,1763
-41,-39,160,-7,47953,1827
-40,-40,160,-3,47990,1891
-39,-41,160,1,55857,1962
-38,-42,160,4,52028,2022
-37,-43,160,8,47973,2083
-36,-44,160,10,48104,2146
-36,-44,160,12,49253,2210
-35,-45,160,14,55835,2280
-35,-45,160,15,56021,2344
-35,-45,160,15,54755,2408
-35,-45,160,15,47935,2464
-37,-43,160,13,51557,2532
-37,-43,160,11,56221,2600
-38,-42,160,9,55625,2663
-39,-41,160,6,55521,2727
-40,-40,160,3,55106,2790
-40,-40,160,1,55666,2854
-41,-39,160,-1,55084,2917
-41,-39,160,-3,55509,2981
-42,-38,160,-5,55127,3045
-43,-37,160,-7,55514,3108
-43,-37,160,-8,55082,3171
-42,-38,160,-8,52721,3233
-43,-37,160,-9,47202,3291
-42,-38,160,-8,54051,3361
-42,-38,160,-8,55030,3425
-42,-38,160,-7,55490,3490
-42,-38,160,-7,55064,3553
-41,-39,160,-5,55494,3616
-41,-39,160,-4,55019,3679
-41,-39,160,-3,56333,3744
-40,-40,160,-1,55186,3805
-40,-40,160,0,55862,3869
-39,-41,160,1,55186,3933
-39,-41,160,2,55663,3997
-39,-41,160,3,55194,4060
-39,-41,160,4,55749,4124
-39,-41,160,4,55200,4187
-39,-41,160,4,55837,4251
-38,-42,160,5,55265,4314
-39,-41,160,4,55660,4378
-39,-41,160,3,55119,4441
-39,-41,160,3,55783,4505
-40,-40,160,2,55143,4568
-39,-41,160,2,55820,4632
-40,-40,160,1,55179,4702
-41,-39,160,-1,55727,4766
-40,-40,160,-1,55226,4829
-41,-39,160,-2,55688,4893
-41,-39,160,-2,55101,4956
-41,-39,160,-3,55670,5021
-41,-39,160,-4,55234,5083
-41,-39,160,-4,55642,5147
-41,-39,160,-4,55262,5210
-41,-39,160,-4,55667,5274
-41,-39,160,-4,55286,5336
-41,-39,160,-3,55605,5401
-41,-39,160,-3,55362,5464
-40,-40,160,-1,55768,5528
-40,-40,160,0,55368,5591
-39,-41,160,2,56025,5656
-39,-41,160,3,55439,5719
-37,-43,160,6,55714,5783
-36,-44,160,10,55610,5846
-35,-45,160,14,55839,5909
-33,-47,160,19,55536,5972
-32,-48,160,24,55598,6035
-29,-51,160,31,55728,6099
-25,-55,160,41,55634,6162
-22,-58,160,51,55496,6226
-21,-59,160,57,55453,6290
-20,-60,160,62,55892,6354
-20,-60,160,64,55479,6417
-19,-61,160,67,55897,6481
-19,-61,160,69,55406,6544
-19,-61,160,69,55920,6607
-20,-60,160,68,55197,6670
-21,-59,160,66,56196,6735
-24,-56,160,59,55384,6798
-26,-54,160,53,55903,6862
-25,-55,160,51,55335,6925
-26,-54,160,48,55909,6989
-26,-54,160,47,55370,7053
-28,-52,160,44,56195,7117
-27,-53,160,43,55653,7181
-29,-51,160,39,55953,7244
-28,-52,160,40,55334,7307
-25,-55,160,45,55933,7371
-24,-56,160,49,55527,7434
-19,-61,160,60,56006,7498
-52,-28,160,5,54980,7561
-3,-77,160,70,55815,7625
-14,-66,160,79,60147,7694
-15,-65,160,82,55820,7753
-12,-68,160,89,55091,7816
-10,-70,160,95,55645,7879
-8,-72,160,101,55165,7942
-5,-75,160,109,55740,8007
-6,-74,160,112,55127,8069
-5,-75,160,114,55682,8133
-4,-76,160,118,55204,8196
-3,-77,160,120,55644,8260
-2,-78,160,123,55032,8323
-2,-78,160,125,55559,8388
-1,-79,160,127,55024,8451
-1,-79,160,128,55589,8515
0,-80,160,130,54911,8578
0,-80,160,132,55511,8642
1,-81,160,134,54905,8705
1,-81,160,135,55374,8769
1,-81,160,136,54881,8832
1,-81,160,137,55565,8896
2,-82,160,139,54916,8959
2,-82,160,140,55551,9023
3,-83,160,141,54949,9087
2,-82,160,141,55693,9151
3,-83,160,142,55018,9214
2,-82,160,141,55499,9277
2,-82,160,140,54991,9340
1,-81,160,138,55452,9405
0,-80,160,136,54864,9467
-1,-79,160,133,55517,9532
-4,-76,160,126,55221,9595
-5,-75,160,121,55736,9659
-10,-70,160,110,55339,9731
-13,-67,160,99,55936,9795
-14,-66,160,92,55287,9858
-22,-58,160,75,56077,9923
-27,-53,160,57,55513,9987
-33,-47,160,39,55523,10050
-39,-41,160,20,55274,10113
-43,-37,160,4,55128,10176
-48,-32,160,-12,55146,10240
-59,-21,160,-40,54845,10303
-51,-29,160,-38,54965,10366
-56,-24,160,-47,55028,10430
-56,-24,160,-51,54999,10493
-56,-24,160,-52,54916,10557
-55,-25,160,-50,55018,10621
-52,-28,160,-44,54967,10684
-50,-30,160,-38,54947,10748
-46,-34,160,-28,55060,10811
-41,-39,160,-15,55098,10874
-38,-42,160,-4,55035,10938
-35,-45,160,8,55171,11001
-31,-49,160,20,55101,11065
-28,-52,160,31,55152,11128
-25,-55,160,41,55161,11192
-24,-56,160,48,55321,11255
-23,-57,160,52,55182,11319
-24,-56,160,53,55122,11382
-25,-55,160,52,55269,11446
